,Date,Open(USD),High(USD),Low(USD),Close(USD),Volume,Market Cap(USD),Close Percent Change
1116,2018-08-28,286.29702493,297.37542787,282.70402716,295.56198804,506772.93016933,149782814.72477302,0.03489488006317831
1115,2018-08-27,273.88462078,285.59614482,271.66724297,285.59614482,443590.95842822,126687867.60376328,0.040910094614631916
1114,2018-08-26,277.38883296,277.6267116,269.53478386,274.37157762,329955.20654628,90530330.56538115,-0.01024696503345257
1113,2018-08-25,283.52766359,284.18915574,276.88998468,277.21216094,265584.24715403,73623183.06430389,-0.02093455691435453
1112,2018-08-24,278.23478637,284.29248299,274.67621207,283.13956222,394604.08604227,111728028.17387232,0.020214455441178503
1111,2018-08-23,272.69152053,280.37701315,271.56839392,277.52945541,476742.63736501,132310124.52012788,0.018471365223280856
1110,2018-08-22,281.99788127,296.45259785,266.11562549999996,272.49608078,843244.52513084,229780828.23401585,-0.03240133222154784
1109,2018-08-21,272.50127588,285.5575083,272.50127588,281.62097557,495775.03832505,139620649.95789394,0.028274547776282462
1108,2018-08-20,300.13717795,303.35195479,272.77221076,273.877221,624479.40291404,171030683.43995804,-0.08805453922112894
1107,2018-08-19,295.50371896,306.34758324,290.65846501,300.32193018,476950.67885217,143238748.47513905,0.020157985293106195
1106,2018-08-18,317.19287783,320.85255615,284.68748801,294.38766789999994,603419.27637749,177639193.53932065,-0.06618873263407576
1105,2018-08-17,287.3800834,315.51359518,285.88595936,315.25392569999997,785368.258072,247590426.48007867,0.10022644558825113
1104,2018-08-16,281.89116291,298.10373853,278.58274167,286.53549182,585059.21950067,167640231.20337254,0.017096570879320483
1103,2018-08-15,278.1230086,304.3052861,278.00859566,281.71906191,1039961.97883219,292977113.09813786,0.020372383505300903
1102,2018-08-14,284.61752173,284.61752173,253.55274173,276.09436169,1344535.06648015,371218550.9554128,-0.0295903655983909
1101,2018-08-13,318.67079023,320.55002583,283.12057568,284.51321164,875163.07757446,248995457.91371232,-0.10417364882077608
1100,2018-08-12,318.12978785,326.95364023,315.4811135,317.5986186,310535.72634669,98625717.71496964,-0.007113471095470558
1099,2018-08-11,332.80607636,332.82478022,305.64747228,319.87403329,695258.70598008,222395206.45875973,-0.03891045899774481
1098,2018-08-10,363.62183696,365.86570669,328.63390632,332.82438279,520817.56283762,173340783.89960384,-0.08464443632102292
1097,2018-08-09,356.04113583,370.05903125,351.79398836,363.60120154,446731.53958029,162432124.5551642,0.02697106787357661
1096,2018-08-08,379.2352168,380.85830006,351.76348488,354.05203994,799439.62650285,283043230.56846154,-0.06500782386791026
1095,2018-08-07,404.39170419,410.15913279,372.3683565,378.66845197,495120.83610245,187486640.54371598,-0.06271671411151047
1094,2018-08-06,409.03364265,412.3680903,401.15650504,404.00640625,241567.7185838,97594905.85055532,-0.010749639837707605
1093,2018-08-05,406.89979044,412.54121546,400.3139903,408.39652177,284348.63939659996,116126995.29842526,0.004717225731339925
1092,2018-08-04,417.22608163,418.87094955,402.91220374,406.47906825,307888.76842744,125150339.71648504,-0.025690258766320032
1091,2018-08-03,411.0206796,419.11172463,398.49800166,417.19696627,424115.56973835,176939729.04294398,0.014941130966664497
1090,2018-08-02,420.25958621,424.54808551,408.53515633,411.05533468,303534.84022381,124769615.33580025,-0.020749940199740302
1089,2018-08-01,433.00195545,435.05984636,409.24351259,419.76544251,464636.81910555,195038479.9782693,-0.03147510556665245
1088,2018-07-31,457.07899725,457.63388681,428.92317554,433.40697273,390812.7761601,169380982.21781787,-0.05132718198908681
1087,2018-07-30,465.88659122,467.33359648,447.55505204,456.8561094,336100.24092519,153549448.43837932,-0.01845654094284244
1086,2018-07-29,467.85569243,470.26294469,461.67299177,465.44664445,187005.1652982,87040926.68261161,-0.0023654061670551623
1085,2018-07-28,469.18067315,470.59154664,461.95456977,466.55022523,177160.11164295,82654089.98846373,-0.004579710686275718
1084,2018-07-27,463.32025788,472.65598046,456.68182475,468.69672061,314453.80422032,147383466.8223933,0.009945412940536523
1083,2018-07-26,471.93619332,483.29738491,461.31042639,464.08124103,299865.73303705,139162061.5306362,-0.017528906623665352
1082,2018-07-25,479.19369304,484.48158214,466.1956665,472.36121669,331310.77339757,156498360.0255366,-0.013116471395591578
1081,2018-07-24,450.99935375,482.5654736000001,450.44519242,478.63927505,439197.01405892,210216940.4111007,0.061110025664108385
1080,2018-07-23,461.38919105,471.71148650000003,449.76879708,451.07412377,406107.93091057,183184779.09223592,-0.02231048835957328
1079,2018-07-22,463.35348895,472.54288782,459.94155294,461.36745705,250339.48897253,115498493.42616086,-0.0045536633932271595
1078,2018-07-21,450.66908662,469.59932642,444.54514353,463.47797976,308267.87679368,142875372.7612456,0.02966771848663785
1077,2018-07-20,470.09749607,470.15119432,443.71378834,450.12383261,467445.81479373,210408501.69251645,-0.04208226333923959
1076,2018-07-19,481.28943331,484.47081224,465.13049523,469.89821295,396497.64996501,186313537.15565413,-0.024504077080132025
1075,2018-07-18,501.46644662,515.62966428,473.5695045,481.70187277,534216.29274945,257332988.67908987,-0.03952636090242279
1074,2018-07-17,480.68167663,510.48584353,469.66626934,501.52534454,540819.8933027,271234883.32248944,0.04138836546918556
1073,2018-07-16,452.04722093,482.26552513,447.7932521000001,481.59299755,482526.69066979,232381475.3589795,0.06585041824590276
1072,2018-07-15,436.20090072,455.38062749,434.11559009,451.83919742,254521.88720942,115002965.24283232,0.03592018498109817
1071,2018-07-14,434.12408468,440.20083679,431.06195479,436.17182479,215749.27480521,94103754.88897438,0.006770154758882541
1070,2018-07-13,431.46334492,442.28076832,428.33223728,433.23873153,315637.46750554,136746376.0438743,0.008389659458667209
1069,2018-07-12,447.33029674,447.33029674,422.16645049,429.63424651,363696.55199618,156256494.07410973,-0.03943326682813264
1068,2018-07-11,433.30590946,448.1610585,426.54402174,447.27162796,353163.5292595,157960026.66938233,0.032794659861025366
1067,2018-07-10,472.59836503,473.48666979,432.46811245,433.06926860000004,593785.66382869,257150323.1406692,-0.08384808342035521
