,Unnamed: 0,Date,Open*,High,Low,Close**,Volume,Market Cap,Close Percent Change
248,248,"Jun 09, 2018",4.30,4.48,4.13,4.13,"4,860,510","438,697,468",0.19020172910662825
249,249,"Jun 08, 2018",4.42,4.49,4.17,4.30,"6,906,830","456,554,440",0.04116222760290555
250,250,"Jun 07, 2018",4.58,4.78,4.41,4.42,"7,962,470","469,278,939",0.027906976744185963
251,251,"Jun 06, 2018",4.41,4.66,4.22,4.58,"11,558,400","486,512,797",0.03619909502262453
252,252,"Jun 05, 2018",4.47,4.54,4.17,4.43,"10,955,500","470,700,321",-0.0327510917030569
253,253,"Jun 04, 2018",4.80,4.89,4.36,4.47,"9,226,920","474,901,837",0.009029345372460584
254,254,"Jun 03, 2018",4.67,5.05,4.67,4.79,"9,071,010","508,017,169",0.07158836689038027
255,255,"Jun 02, 2018",4.53,4.78,4.5,4.68,"6,287,930","496,777,743",-0.022964509394572064
256,256,"Jun 01, 2018",4.64,4.67,4.44,4.53,"6,208,240","480,593,734",-0.03205128205128194
257,257,"May 31, 2018",4.38,4.81,4.34,4.64,"8,380,310","492,142,063",0.024282560706401668
258,258,"May 30, 2018",4.50,4.73,4.19,4.37,"8,665,820","464,289,772",-0.0581896551724137
259,259,"May 29, 2018",3.88,4.65,3.8,4.50,"13,669,700","478,070,489",0.029748283752860424
260,260,"May 28, 2018",4.34,4.37,3.78,3.85,"9,130,940","408,442,946",-0.14444444444444438
261,261,"May 27, 2018",4.36,4.88,4.26,4.34,"8,079,030","460,733,664",0.1272727272727272
262,262,"May 26, 2018",4.62,4.74,4.34,4.36,"5,475,430","463,033,988",0.004608294930875667
263,263,"May 25, 2018",4.84,5.02,4.5,4.61,"9,712,330","489,197,393",0.05733944954128445
264,264,"May 24, 2018",4.44,4.84,4.12,4.82,"12,081,800","511,474,555",0.04555314533622568
265,265,"May 23, 2018",5.00,5.08,4.3,4.46,"15,855,200","473,707,621",-0.07468879668049799
266,266,"May 22, 2018",5.82,5.82,4.91,4.97,"13,296,700","527,809,301",0.11434977578475335
267,267,"May 21, 2018",6.21,6.3,5.7,5.84,"12,416,500","619,943,295",0.17505030181086512
268,268,"May 20, 2018",5.93,6.37,5.86,6.23,"7,440,610","661,027,495",0.06678082191780832
269,269,"May 19, 2018",6.10,6.18,5.87,5.93,"5,288,350","629,500,204",-0.048154093097913415
270,270,"May 18, 2018",5.78,6.19,5.62,6.10,"8,234,530","648,046,106",0.02866779089376048
271,271,"May 17, 2018",6.23,6.38,5.67,5.77,"11,101,000","612,587,989",-0.0540983606557377
272,272,"May 16, 2018",6.57,6.6,5.99,6.22,"12,613,900","660,421,364",0.07798960138648181
273,273,"May 15, 2018",6.94,7.05,6.51,6.56,"10,792,500","696,876,253",0.05466237942122176
274,274,"May 14, 2018",7.30,7.3,6.66,6.94,"12,078,200","736,445,656",0.05792682926829285
275,275,"May 13, 2018",7.04,7.38,6.66,7.34,"14,172,100","778,708,148",0.057636887608069065
276,276,"May 12, 2018",6.77,7.26,6.25,7.00,"13,533,600","743,089,740",-0.0463215258855586
277,277,"May 11, 2018",7.35,7.35,6.37,6.75,"22,549,800","716,442,280",-0.0357142857142857
278,278,"May 10, 2018",7.77,8.19,7.35,7.35,"36,893,200","780,295,128",0.0888888888888888
279,279,"May 09, 2018",7.77,8.01,7.25,7.79,"61,909,200","827,304,759",0.05986394557823128
280,280,"May 08, 2018",8.13,8.32,7.68,7.79,"22,447,000","826,563,815",0.0
281,281,"May 07, 2018",8.31,8.35,7.57,8.07,"27,013,400","856,929,797",0.03594351732991008
282,282,"May 06, 2018",8.62,8.74,7.99,8.33,"21,354,700","884,205,680",0.032218091697645564
283,283,"May 05, 2018",9.22,9.23,8.51,8.63,"27,094,600","916,274,348",0.03601440576230508
284,284,"May 04, 2018",9.74,9.87,8.68,9.21,"36,505,100","977,805,640",0.0672074159907301
285,285,"May 03, 2018",8.83,9.92,8.69,9.75,"69,609,000","1,034,819,082",0.05863192182410404
286,286,"May 02, 2018",8.19,8.87,8.18,8.79,"24,585,300","933,036,888",-0.0984615384615386
287,287,"May 01, 2018",8.22,8.22,7.62,8.20,"14,242,600","870,001,415",-0.06712172923777016
288,288,"Apr 30, 2018",8.49,8.78,7.97,8.20,"20,456,600","870,090,583",0.0
289,289,"Apr 29, 2018",8.72,8.78,8.22,8.50,"20,215,200","901,784,532",0.03658536585365857
290,290,"Apr 28, 2018",7.97,8.72,7.93,8.72,"20,125,800","925,320,663",0.025882352941176467
291,291,"Apr 27, 2018",8.23,8.42,7.85,8.02,"23,810,000","851,361,037",-0.0802752293577983
292,292,"Apr 26, 2018",7.36,8.27,7.21,8.23,"42,307,800","873,552,215",0.026184538653366785
293,293,"Apr 25, 2018",7.60,7.84,6.71,7.28,"44,357,300","773,153,188",-0.11543134872417983
294,294,"Apr 24, 2018",6.59,7.81,6.56,7.73,"36,062,800","820,748,781",0.061813186813186816
295,295,"Apr 23, 2018",6.29,6.66,6.29,6.58,"11,480,400","698,817,782",-0.14877102199223802
296,296,"Apr 22, 2018",6.21,6.68,6.16,6.32,"11,144,200","670,451,713",-0.03951367781155013
297,297,"Apr 21, 2018",6.62,6.64,5.98,6.20,"15,093,900","658,273,899",-0.01898734177215189
298,298,"Apr 20, 2018",6.55,6.63,6.11,6.63,"20,524,400","704,254,913",0.0693548387096774
299,299,"Apr 19, 2018",5.96,6.61,5.85,6.56,"27,065,400","696,323,198",-0.010558069381598869
300,300,"Apr 18, 2018",5.38,6.07,5.37,5.97,"15,311,000","633,455,446",-0.08993902439024393
301,301,"Apr 17, 2018",5.67,5.7,5.35,5.38,"20,658,700","571,426,299",-0.09882747068676713
302,302,"Apr 16, 2018",5.98,6.1,5.55,5.68,"22,110,000","602,609,655",0.055762081784386686
303,303,"Apr 15, 2018",5.65,6.19,5.65,5.98,"20,248,200","635,128,409",0.052816901408450745
304,304,"Apr 14, 2018",5.63,6.35,5.42,5.63,"30,017,000","597,650,210",-0.058528428093645564
305,305,"Apr 13, 2018",5.96,6.88,5.59,5.74,"62,270,800","608,908,744",0.019538188277087087
306,306,"Apr 12, 2018",4.36,6.25,4.34,6.04,"41,240,700","641,458,283",0.05226480836236935
307,307,"Apr 11, 2018",4.48,4.69,4.31,4.37,"28,904,700","463,971,315",-0.2764900662251656
308,308,"Apr 10, 2018",3.71,4.48,3.67,4.48,"27,672,800","475,100,342",0.02517162471395884
309,309,"Apr 09, 2018",3.90,3.99,3.52,3.69,"13,151,900","392,055,124",-0.1763392857142858
310,310,"Apr 08, 2018",3.58,3.98,3.58,3.92,"15,045,700",-,0.062330623306233075
311,311,"Apr 07, 2018",3.03,3.82,3.02,3.59,"23,856,100",-,-0.08418367346938782
312,312,"Apr 06, 2018",3.15,3.22,3.0,3.02,"5,182,220",-,-0.15877437325905286
313,313,"Apr 05, 2018",3.03,3.2,2.98,3.17,"4,778,540",-,0.04966887417218535
314,314,"Apr 04, 2018",3.54,3.54,3.02,3.04,"6,714,370",-,-0.041009463722397436
315,315,"Apr 03, 2018",3.20,3.53,3.13,3.52,"7,611,090",-,0.1578947368421053
316,316,"Apr 02, 2018",3.08,3.3,3.03,3.19,"5,889,880",-,-0.09375
317,317,"Apr 01, 2018",3.27,3.3,2.87,3.08,"6,716,460",-,-0.03448275862068961
318,318,"Mar 31, 2018",3.28,3.45,3.18,3.27,"11,831,300",-,0.06168831168831158
319,319,"Mar 30, 2018",2.94,3.38,2.75,3.29,"14,111,200",-,0.006116207951070375
320,320,"Mar 29, 2018",3.42,3.58,2.89,2.96,"14,919,000",-,-0.10030395136778114
321,321,"Mar 28, 2018",3.34,3.53,3.27,3.42,"9,226,000",-,0.15540540540540548
322,322,"Mar 27, 2018",3.76,3.84,3.25,3.35,"11,789,300",-,-0.020467836257309857
323,323,"Mar 26, 2018",4.16,4.21,3.36,3.80,"20,263,900",-,0.13432835820895514
324,324,"Mar 25, 2018",4.12,4.31,4.09,4.15,"11,426,400",-,0.09210526315789493
325,325,"Mar 24, 2018",4.25,4.82,4.19,4.19,"35,446,300",-,0.009638554216867544
326,326,,Yesterday's Volume,,,"$1,428,150 USD",,,
