,Date,BTC Closing Price,ETH Closing Price,XRP Closing Price,DOGE Closing Price,VET Closing Price,TUSD Closing Price,XVG Closing Price,AE Closing Price,STRAT Closing Price,LRC Closing Price,AOA Closing Price,QNT Closing Price,WAN Closing Price,ELA Closing Price,KCS Closing Price
98,2018-11-05,6442.32938958,208.87173017,0.49642831,0.003691900000000001,0.010663,0.999527,0.013491,1.19,1.55,0.107557,0.025967,2.89,1.01,6.17,1.12
99,2018-11-04,6456.19377989,210.86710174,0.46680118,0.00380818,0.010656,0.984655,0.013993,1.17,1.57,0.110525,0.026338999999999998,3.12,1.04,5.59,1.13
100,2018-11-03,6377.50569597,199.04146231,0.45366249,0.00383086,0.010339,1.0,0.014006000000000001,1.19,1.59,0.11685899999999999,0.025758999999999997,3.11,1.08,5.92,1.12
101,2018-11-02,6395.39242935,200.25303684,0.45667308,0.00391375,0.010413,1.0,0.013817,1.19,1.64,0.11683199999999999,0.027070999999999998,2.86,1.07,5.94,1.1
102,2018-11-01,6379.22152992,198.00439206,0.45528102,0.00390505,0.010470,1.01,0.01375,1.18,1.56,0.11858199999999999,0.027404,2.81,1.09,5.88,1.09
103,2018-10-31,6337.46209336,197.32912889,0.4510476,0.00392852,0.010365,0.9986450000000001,0.013699000000000001,1.14,1.51,0.113455,0.027218,2.93,1.12,5.91,1.08
104,2018-10-30,6308.63047507,196.11534102,0.44386859,0.00392414,0.010191,1.01,0.013602000000000001,1.14,1.51,0.10805999999999999,0.027001999999999998,2.87,1.08,6.0,1.08
105,2018-10-29,6312.25999418,195.11008508,0.43998462,0.00388836,0.010496,1.01,0.013788,1.18,1.51,0.104644,0.026376999999999998,2.9,1.02,5.93,1.05
106,2018-10-28,6445.25955128,203.07719991,0.45952023,0.00406781,0.010965,1.01,0.014719,1.28,1.66,0.11443900000000001,0.026818,3.21,1.07,6.21,1.12
107,2018-10-27,6444.30309146,201.53762396,0.45415135,0.00417399,0.010888,1.01,0.014524,1.25,1.63,0.113478,0.026366000000000004,3.24,1.00,6.28,1.12
108,2018-10-26,6446.82714927,201.61005734,0.45811493,0.00389816,0.011099,1.01,0.014606000000000001,1.28,1.66,0.120252,0.025768,3.17,1.06,6.19,1.1
109,2018-10-25,6458.69866081,200.8266102,0.45612696,0.00373721,0.011308,1.01,0.014490000000000001,1.26,1.69,0.118823,0.024391,2.49,1.06,6.49,1.1
110,2018-10-24,6494.28941705,201.92430648,0.45489887,0.00393406,0.011389,1.01,0.014668,1.29,1.71,0.12070299999999999,0.025034,2.03,1.02,7.13,1.08
111,2018-10-23,6482.88005037,202.48134117,0.46051604,0.00420181,0.011750,1.01,0.014527000000000002,1.3,1.52,0.113626,0.025311,1.19,0.978622,8.72,1.08
112,2018-10-22,6467.1973033999975,202.3149165,0.45041156,0.00436983,0.011068,1.01,0.014135,1.29,1.52,0.11271300000000001,0.026129000000000003,2.24,0.986198,8.83,1.09
113,2018-10-21,6500.72715805,204.61491712,0.45403083,0.00451024,0.011353,1.02,0.014436000000000001,1.38,1.42,0.111079,0.026659,1.81,0.986458,8.9,1.11
114,2018-10-20,6489.16968154,204.90286844,0.45594242,0.00453479,0.011494,1.01,0.014294,1.42,1.43,0.112437,0.02609,1.67,1.01,9.19,1.11
115,2018-10-19,6443.59821772,203.24009489,0.45058303,0.00451772,0.011454,1.01,0.0142,1.36,1.38,0.10872799999999999,0.026632,1.35,0.993162,9.35,1.08
116,2018-10-18,6498.37267454,202.45224744,0.45473894,0.00435486,0.011396,1.01,0.013972,1.24,1.37,0.10640899999999999,0.026128,1.24,0.993179,9.67,1.08
117,2018-10-17,6540.98905599,205.43356318,0.46715315,0.00453279,0.011744,1.02,0.014437,1.26,1.44,0.112436,0.025985,1.27,1.05,10.01,1.14
118,2018-10-16,6615.21872304,208.3500415,0.46774566,0.00497649,0.011847,1.03,0.014313,1.19,1.42,0.112828,0.026211,1.3,0.993127,9.32,1.14
119,2018-10-15,6613.71080922,209.61027608,0.44852064,0.00513562,0.011783,1.03,0.014574,1.18,1.46,0.110321,0.025942000000000003,1.28,0.988434,8.92,1.14
120,2018-10-14,6282.56544136,193.68626518,0.39684513,0.00514252,0.011360,1.03,0.013946,1.14,1.34,0.10403699999999999,0.020347,1.19,0.948959,8.1,1.02
121,2018-10-13,6245.56502557,198.72700608,0.4147563,0.00515573,0.011481,1.02,0.014084000000000001,1.11,1.36,0.10488800000000001,0.021105000000000002,1.09,0.961561,8.29,1.03
122,2018-10-12,6246.0161118,196.00446127,0.41645262,0.00522374,0.011562,1.01,0.014124000000000001,1.12,1.33,0.0977,0.020980000000000002,1.03,0.937225,8.1,1.03
123,2018-10-11,6228.87043888,190.81143508,0.37942815,0.00494936,0.011229,1.02,0.014129,1.08,1.3,0.095164,0.020693,1.09,0.921626,7.93,1.01
124,2018-10-10,6577.59820344,224.80032064,0.45973481,0.00559905,0.013281,1.01,0.016603,1.32,1.51,0.11810899999999999,0.023897,1.22,1.12,8.95,1.14
125,2018-10-09,6617.30268565,227.16665192,0.47826031,0.00560747,0.013595,1.01,0.016015,1.08,1.5,0.116325,0.024586,1.34,1.08,9.23,1.12
126,2018-10-08,6656.37508543,228.1624063,0.48705012,0.00560758,0.013666,1.0,0.016101,1.07,1.53,0.110855,0.025767,1.34,1.09,7.99,1.15
127,2018-10-07,6591.5776855,225.09257759,0.47908733,0.00554684,0.013076,1.0,0.015581999999999999,1.06,1.5,0.10941300000000001,0.026312000000000002,1.13,1.05,7.94,1.18
128,2018-10-06,6589.33176365,223.63356873,0.4843859,0.00553274,0.012996,1.0,0.01544,1.06,1.49,0.109248,0.025963999999999997,1.1,1.04,7.77,1.19
129,2018-10-05,6626.9359544,225.99708051,0.51709832,0.00565268,0.013110,1.0,0.015588,1.06,1.55,0.117833,0.026679,0.8858450000000001,1.09,7.93,1.21
130,2018-10-04,6557.96350838,221.46424756,0.5262859999999999,0.00568671,0.012826,1.0,0.015631,1.06,1.52,0.10836199999999999,0.026205000000000003,0.8567540000000001,1.03,8.06,1.2
131,2018-10-03,6490.56723447,219.63558668,0.52604476,0.00572653,0.012764,1.01,0.014849000000000001,1.06,1.48,0.102533,0.022466,0.8438549999999999,0.963969,7.88,1.2
132,2018-10-02,6542.04345297,224.92884491,0.51648048,0.00584076,0.012994,1.01,0.015093,1.05,1.54,0.109073,0.020647,1.09,1.01,7.47,1.24
133,2018-10-01,6581.95220852,230.56756512,0.57877122,0.00596572,0.012804,1.0,0.01633,1.08,1.58,0.098764,0.021159999999999998,1.11,1.02,7.15,1.29
134,2018-09-30,6630.37019087,232.31870219,0.57893809,0.00589865,0.012891,1.0,0.015184,1.07,1.59,0.104823,0.021151,1.15,0.974530,7.13,1.32
135,2018-09-29,6604.28257681,231.44125046,0.56830928,0.00586636,0.013052,1.0,0.014766,1.09,1.62,0.10408599999999998,0.021922999999999998,1.22,0.929787,7.04,1.3
136,2018-09-28,6635.187250600001,221.56146907,0.53763111,0.00591339,0.013047,1.0,0.014279,0.999351,1.57,0.09791,0.023227,1.28,0.925826,7.08,1.26
137,2018-09-27,6684.70938949,228.47393588,0.54241815,0.0058893,0.013078,0.9994200000000001,0.014797999999999999,1.01,1.6,0.099744,0.024296,1.3,0.943549,7.23,1.32
138,2018-09-26,6474.58160941,215.17981715,0.51432169,0.00574769,0.012554,1.0,0.013887,0.9688959999999999,1.55,0.094343,0.024724,1.21,0.899952,6.8,1.18
139,2018-09-25,6439.56257032,218.06851169,0.5283114999999999,0.00570029,0.012803,0.999358,0.013909999999999999,0.9631559999999999,1.56,0.093962,0.024937,1.35,0.907555,6.83,1.15
140,2018-09-24,6601.14291014,228.55022721,0.4929423,0.00573773,0.013123,1.0,0.014471000000000001,0.975978,1.59,0.097626,0.027885000000000004,1.38,0.950194,7.06,1.17
141,2018-09-23,6702.90464229,243.97607375,0.57154709,0.00584898,0.013945,0.999492,0.015285,1.02,1.58,0.10718,0.022295,1.51,1.02,7.36,1.18
142,2018-09-22,6721.98452917,240.32307403,0.57360824,0.00579237,0.013666,0.99774,0.01486,1.01,1.51,0.10417699999999999,0.024222,1.53,1.00,7.05,1.15
143,2018-09-21,6754.67772598,247.79083646,0.56708349,0.00567946,0.014389,0.994986,0.015974000000000002,1.05,1.58,0.106735,0.028267,1.61,1.09,7.46,1.19
144,2018-09-20,6512.75494432,224.26049004,0.44878155,0.00570552,0.013630,1.0,0.014594,0.984592,1.38,0.097318,0.031326,1.43,0.977502,6.99,1.11
145,2018-09-19,6400.64083224,209.57635594,0.32615487,0.00563469,0.013005,1.0,0.013507,0.937182,1.32,0.095635,0.019957,1.39,0.919883,7.17,1.09
146,2018-09-18,6353.99526239,209.78669269,0.32092241,0.00604959,0.012956,1.0,0.013332,0.946182,1.32,0.089567,0.022553,1.25,0.892505,7.44,1.04
